,Start of Week,CO2 molfrac (ppm),Month + Year
1769,1984-04-23 00:00:00,350.0,1984-04
1770,1984-05-03 00:00:00,348.74,1984-05
1771,1984-05-03 00:00:00,350.28,1984-05
1772,1984-05-03 00:00:00,348.88,1984-05
1773,1984-05-03 00:00:00,348.75,1984-05
1774,1984-05-07 00:00:00,349.4,1984-05
1775,1984-05-07 00:00:00,349.41,1984-05
1776,1984-05-07 00:00:00,349.53,1984-05
1777,1984-05-07 00:00:00,349.57,1984-05
1778,1984-05-14 00:00:00,349.32,1984-05
1779,1984-05-14 00:00:00,349.08,1984-05
1780,1984-05-14 00:00:00,348.22,1984-05
1781,1984-05-14 00:00:00,347.93,1984-05
1782,1984-05-21 00:00:00,349.82,1984-05
1783,1984-05-21 00:00:00,349.78,1984-05
1784,1984-05-21 00:00:00,349.23,1984-05
1785,1984-05-21 00:00:00,349.15,1984-05
1786,1984-05-28 00:00:00,346.57,1984-05
1787,1984-05-28 00:00:00,346.57,1984-05
1788,1984-05-28 00:00:00,345.99,1984-05
1789,1984-05-28 00:00:00,345.61,1984-05
1790,1984-06-04 00:00:00,347.21,1984-06
1791,1984-06-04 00:00:00,349.14,1984-06
1792,1984-06-04 00:00:00,346.63,1984-06
1793,1984-06-04 00:00:00,346.69,1984-06
1794,1984-06-11 00:00:00,346.58,1984-06
1795,1984-06-11 00:00:00,346.8,1984-06
1796,1984-06-11 00:00:00,346.83,1984-06
1797,1984-06-11 00:00:00,346.84,1984-06
1798,1984-06-18 00:00:00,343.37,1984-06
1799,1984-06-18 00:00:00,343.57,1984-06
1800,1984-06-18 00:00:00,345.64,1984-06
1801,1984-06-18 00:00:00,348.97,1984-06
1802,1984-06-25 00:00:00,345.22,1984-06
1803,1984-06-25 00:00:00,344.74,1984-06
1804,1984-06-25 00:00:00,343.02,1984-06
1805,1984-06-25 00:00:00,341.34,1984-06
1806,1984-07-02 00:00:00,340.88,1984-07
1807,1984-07-02 00:00:00,340.48,1984-07
1808,1984-07-02 00:00:00,342.0,1984-07
1809,1984-07-02 00:00:00,341.94,1984-07
1810,1984-07-09 00:00:00,344.62,1984-07
1811,1984-07-09 00:00:00,344.96,1984-07
1812,1984-07-09 00:00:00,340.68,1984-07
1813,1984-07-09 00:00:00,342.38,1984-07
1814,1984-07-16 00:00:00,340.12,1984-07
1815,1984-07-16 00:00:00,341.36,1984-07
1816,1984-07-16 00:00:00,340.98,1984-07
1817,1984-07-16 00:00:00,340.89,1984-07
1818,1984-07-26 00:00:00,336.59,1984-07
1819,1984-07-26 00:00:00,336.82,1984-07
1820,1984-07-26 00:00:00,336.63,1984-07
1821,1984-07-26 00:00:00,336.64,1984-07
1822,1984-07-30 00:00:00,340.03,1984-07
1823,1984-07-30 00:00:00,340.92,1984-07
1824,1984-07-30 00:00:00,339.64,1984-07
1825,1984-07-30 00:00:00,339.46,1984-07
1826,1984-08-06 00:00:00,334.68,1984-08
1827,1984-08-06 00:00:00,335.04,1984-08
1828,1984-08-06 00:00:00,338.14,1984-08
1829,1984-08-06 00:00:00,338.13,1984-08
1830,1984-08-13 00:00:00,337.7,1984-08
1831,1984-08-13 00:00:00,337.78,1984-08
1832,1984-08-13 00:00:00,338.61,1984-08
1833,1984-08-13 00:00:00,338.69,1984-08
1834,1984-08-20 00:00:00,338.03,1984-08
1835,1984-08-20 00:00:00,341.86,1984-08
1836,1984-08-20 00:00:00,341.56,1984-08
1837,1984-08-27 00:00:00,342.23,1984-08
1838,1984-08-27 00:00:00,342.24,1984-08
1839,1984-08-27 00:00:00,341.41,1984-08
1840,1984-08-27 00:00:00,342.23,1984-08
1841,1984-09-04 00:00:00,340.86,1984-09
1842,1984-09-04 00:00:00,339.72,1984-09
1843,1984-09-04 00:00:00,338.99,1984-09
1844,1984-09-04 00:00:00,338.63,1984-09
1845,1984-09-10 00:00:00,340.41,1984-09
1846,1984-09-10 00:00:00,340.42,1984-09
1847,1984-09-10 00:00:00,340.1,1984-09
1848,1984-09-10 00:00:00,339.8,1984-09
1849,1984-09-17 00:00:00,340.93,1984-09
1850,1984-09-17 00:00:00,341.07,1984-09
1851,1984-09-17 00:00:00,340.86,1984-09
1852,1984-09-17 00:00:00,340.67,1984-09
1853,1984-09-24 00:00:00,341.08,1984-09
1854,1984-09-24 00:00:00,340.93,1984-09
1855,1984-09-24 00:00:00,340.81,1984-09
1856,1984-09-24 00:00:00,340.05,1984-09
1857,1984-10-04 00:00:00,344.67,1984-10
1858,1984-10-04 00:00:00,344.68,1984-10
1859,1984-10-04 00:00:00,344.66,1984-10
1860,1984-10-04 00:00:00,344.49,1984-10
1861,1984-10-08 00:00:00,344.61,1984-10
1862,1984-10-08 00:00:00,343.64,1984-10
1863,1984-10-08 00:00:00,341.65,1984-10
1864,1984-10-08 00:00:00,341.91,1984-10
1865,1984-10-16 00:00:00,343.42,1984-10
1866,1984-10-16 00:00:00,344.15,1984-10
1867,1984-10-16 00:00:00,343.83,1984-10
1868,1984-10-23 00:00:00,351.49,1984-10
1869,1984-10-23 00:00:00,351.19,1984-10
1870,1984-10-23 00:00:00,351.08,1984-10
1871,1984-10-23 00:00:00,351.05,1984-10
1872,1984-10-29 00:00:00,343.07,1984-10
1873,1984-10-29 00:00:00,343.01,1984-10
1874,1984-10-29 00:00:00,343.03,1984-10
1875,1984-10-29 00:00:00,342.98,1984-10
1876,1984-11-05 00:00:00,345.05,1984-11
1877,1984-11-05 00:00:00,348.13,1984-11
1878,1984-11-05 00:00:00,344.87,1984-11
1879,1984-11-05 00:00:00,344.79,1984-11
1880,1984-11-12 00:00:00,345.08,1984-11
1881,1984-11-12 00:00:00,345.06,1984-11
1882,1984-11-12 00:00:00,342.93,1984-11
1883,1984-11-12 00:00:00,342.71,1984-11
1884,1984-11-19 00:00:00,345.73,1984-11
1885,1984-11-19 00:00:00,345.84,1984-11
1886,1984-11-19 00:00:00,345.51,1984-11
1887,1984-11-19 00:00:00,345.35,1984-11
1888,1984-11-26 00:00:00,347.65,1984-11
1889,1984-11-26 00:00:00,349.47,1984-11
1890,1984-11-26 00:00:00,347.46,1984-11
1891,1984-11-26 00:00:00,347.5,1984-11
1892,1984-12-03 00:00:00,345.33,1984-12
1893,1984-12-03 00:00:00,345.4,1984-12
1894,1984-12-03 00:00:00,346.5,1984-12
1895,1984-12-03 00:00:00,346.36,1984-12
1896,1984-12-10 00:00:00,345.27,1984-12
1897,1984-12-10 00:00:00,345.31,1984-12
1898,1984-12-10 00:00:00,344.6,1984-12
1899,1984-12-10 00:00:00,344.56,1984-12
1900,1984-12-17 00:00:00,345.72,1984-12
1901,1984-12-17 00:00:00,345.72,1984-12
1902,1984-12-17 00:00:00,345.76,1984-12
1903,1984-12-17 00:00:00,352.05,1984-12
1904,1984-12-26 00:00:00,346.03,1984-12
1905,1984-12-26 00:00:00,347.48,1984-12
1906,1984-12-26 00:00:00,343.13,1984-12
1907,1984-12-26 00:00:00,345.2,1984-12
1908,1984-12-31 00:00:00,347.08,1984-12
1909,1984-12-31 00:00:00,346.84,1984-12
1910,1984-12-31 00:00:00,355.95,1984-12
1911,1984-12-31 00:00:00,347.32,1984-12
1912,1985-01-07 00:00:00,346.04,1985-01
1913,1985-01-07 00:00:00,346.03,1985-01
1914,1985-01-07 00:00:00,346.61,1985-01
1915,1985-01-07 00:00:00,346.6,1985-01
1916,1985-01-14 00:00:00,346.6,1985-01
1917,1985-01-14 00:00:00,347.19,1985-01
1918,1985-01-14 00:00:00,346.57,1985-01
1919,1985-01-22 00:00:00,348.77,1985-01
1920,1985-01-22 00:00:00,349.3,1985-01
1921,1985-01-22 00:00:00,349.0,1985-01
1922,1985-01-22 00:00:00,348.97,1985-01
1923,1985-01-29 00:00:00,347.89,1985-01
1924,1985-01-29 00:00:00,347.89,1985-01
1925,1985-01-29 00:00:00,349.01,1985-01
1926,1985-02-05 00:00:00,359.76,1985-02
1927,1985-02-05 00:00:00,348.1,1985-02
1928,1985-02-05 00:00:00,348.48,1985-02
1929,1985-02-05 00:00:00,348.86,1985-02
1930,1985-02-12 00:00:00,346.89,1985-02
1931,1985-02-12 00:00:00,346.93,1985-02
1932,1985-02-12 00:00:00,347.21,1985-02
1933,1985-02-12 00:00:00,346.82,1985-02
1934,1985-02-19 00:00:00,346.8,1985-02
1935,1985-02-19 00:00:00,346.72,1985-02
1936,1985-02-19 00:00:00,346.78,1985-02
1937,1985-02-19 00:00:00,346.87,1985-02
1938,1985-02-26 00:00:00,348.1,1985-02
1939,1985-02-26 00:00:00,348.15,1985-02
1940,1985-02-26 00:00:00,348.31,1985-02
1941,1985-02-26 00:00:00,348.37,1985-02
1942,1985-03-05 00:00:00,349.03,1985-03
1943,1985-03-05 00:00:00,349.02,1985-03
1944,1985-03-05 00:00:00,348.02,1985-03
1945,1985-03-05 00:00:00,348.01,1985-03
1946,1985-03-12 00:00:00,348.88,1985-03
1947,1985-03-12 00:00:00,348.72,1985-03
1948,1985-03-12 00:00:00,348.09,1985-03
1949,1985-03-12 00:00:00,348.18,1985-03
1950,1985-03-22 00:00:00,347.9,1985-03
1951,1985-03-22 00:00:00,347.88,1985-03
1952,1985-03-22 00:00:00,364.04,1985-03
1953,1985-03-22 00:00:00,350.81,1985-03
1954,1985-03-26 00:00:00,348.15,1985-03
1955,1985-03-26 00:00:00,348.04,1985-03
1956,1985-03-26 00:00:00,347.98,1985-03
1957,1985-03-26 00:00:00,347.97,1985-03
1958,1985-04-02 00:00:00,348.73,1985-04
1959,1985-04-02 00:00:00,348.89,1985-04
1960,1985-04-02 00:00:00,372.27,1985-04
1961,1985-04-02 00:00:00,348.57,1985-04
1962,1985-04-08 00:00:00,349.53,1985-04
1963,1985-04-08 00:00:00,349.14,1985-04
1964,1985-04-08 00:00:00,349.13,1985-04
1965,1985-04-08 00:00:00,349.15,1985-04
1966,1985-04-16 00:00:00,348.14,1985-04
1967,1985-04-16 00:00:00,347.94,1985-04
1968,1985-04-16 00:00:00,348.52,1985-04
1969,1985-04-16 00:00:00,348.56,1985-04
1970,1985-04-23 00:00:00,349.83,1985-04
1971,1985-04-23 00:00:00,349.8,1985-04
1972,1985-04-23 00:00:00,349.58,1985-04
1973,1985-04-23 00:00:00,349.71,1985-04
1974,1985-04-30 00:00:00,347.46,1985-04
1975,1985-04-30 00:00:00,347.49,1985-04
1976,1985-04-30 00:00:00,347.6,1985-04
1977,1985-04-30 00:00:00,347.65,1985-04
1978,1985-05-07 00:00:00,349.05,1985-05
1979,1985-05-07 00:00:00,348.85,1985-05
1980,1985-05-07 00:00:00,347.58,1985-05
1981,1985-05-07 00:00:00,347.68,1985-05
1982,1985-05-14 00:00:00,348.72,1985-05
1983,1985-05-14 00:00:00,348.71,1985-05
1984,1985-05-14 00:00:00,348.4,1985-05
1985,1985-05-14 00:00:00,348.44,1985-05
1986,1985-05-23 00:00:00,346.58,1985-05
1987,1985-05-23 00:00:00,346.72,1985-05
1988,1985-05-23 00:00:00,346.38,1985-05
1989,1985-05-23 00:00:00,346.04,1985-05
1990,1985-05-28 00:00:00,348.34,1985-05
1991,1985-05-28 00:00:00,348.33,1985-05
1992,1985-05-28 00:00:00,349.33,1985-05
1993,1985-05-28 00:00:00,349.49,1985-05
1994,1985-06-05 00:00:00,345.86,1985-06
1995,1985-06-05 00:00:00,345.29,1985-06
1996,1985-06-05 00:00:00,345.52,1985-06
1997,1985-06-10 00:00:00,346.04,1985-06
1998,1985-06-10 00:00:00,346.24,1985-06
1999,1985-06-10 00:00:00,347.05,1985-06
2000,1985-06-10 00:00:00,347.09,1985-06
2001,1985-06-18 00:00:00,366.02,1985-06
2002,1985-06-18 00:00:00,340.86,1985-06
2003,1985-06-18 00:00:00,340.59,1985-06
2004,1985-06-25 00:00:00,344.68,1985-06
2005,1985-06-25 00:00:00,346.52,1985-06
2006,1985-06-25 00:00:00,344.73,1985-06
2007,1985-06-25 00:00:00,368.94,1985-06
2008,1985-07-02 00:00:00,344.85,1985-07
2009,1985-07-02 00:00:00,344.97,1985-07
2010,1985-07-02 00:00:00,344.87,1985-07
2011,1985-07-02 00:00:00,345.97,1985-07
2012,1985-07-10 00:00:00,345.01,1985-07
2013,1985-07-10 00:00:00,342.42,1985-07
2014,1985-07-10 00:00:00,342.75,1985-07
2015,1985-07-10 00:00:00,342.71,1985-07
2016,1985-07-16 00:00:00,344.12,1985-07
2017,1985-07-16 00:00:00,344.1,1985-07
2018,1985-07-16 00:00:00,343.72,1985-07
2019,1985-07-16 00:00:00,344.59,1985-07
2020,1985-07-23 00:00:00,347.37,1985-07
2021,1985-07-23 00:00:00,347.45,1985-07
2022,1985-07-23 00:00:00,346.42,1985-07
2023,1985-07-23 00:00:00,347.25,1985-07
2024,1985-07-30 00:00:00,345.24,1985-07
2025,1985-07-30 00:00:00,345.81,1985-07
2026,1985-07-30 00:00:00,345.75,1985-07
2027,1985-07-30 00:00:00,346.04,1985-07
2028,1985-08-06 00:00:00,344.29,1985-08
2029,1985-08-06 00:00:00,344.16,1985-08
2030,1985-08-06 00:00:00,345.25,1985-08
2031,1985-08-06 00:00:00,345.38,1985-08
2032,1985-08-13 00:00:00,337.62,1985-08
2033,1985-08-13 00:00:00,337.47,1985-08
2034,1985-08-13 00:00:00,337.12,1985-08
2035,1985-08-13 00:00:00,338.37,1985-08
2036,1985-08-20 00:00:00,342.66,1985-08
2037,1985-08-20 00:00:00,342.24,1985-08
2038,1985-08-20 00:00:00,343.53,1985-08
2039,1985-08-20 00:00:00,343.38,1985-08
2040,1985-08-27 00:00:00,342.49,1985-08
2041,1985-08-27 00:00:00,342.4,1985-08
2042,1985-08-27 00:00:00,342.58,1985-08
2043,1985-08-27 00:00:00,342.52,1985-08
2044,1985-09-03 00:00:00,343.93,1985-09
2045,1985-09-03 00:00:00,344.14,1985-09
2046,1985-09-03 00:00:00,343.51,1985-09
2047,1985-09-03 00:00:00,343.18,1985-09
2048,1985-09-13 00:00:00,340.82,1985-09
2049,1985-09-13 00:00:00,340.74,1985-09
2050,1985-09-13 00:00:00,340.77,1985-09
2051,1985-09-13 00:00:00,340.83,1985-09
2052,1985-09-16 00:00:00,343.14,1985-09
2053,1985-09-16 00:00:00,343.08,1985-09
2055,1985-09-16 00:00:00,342.87,1985-09
2056,1985-09-24 00:00:00,341.86,1985-09
2057,1985-09-24 00:00:00,342.43,1985-09
2058,1985-09-24 00:00:00,342.07,1985-09
2059,1985-09-24 00:00:00,342.14,1985-09
2060,1985-10-01 00:00:00,341.98,1985-10
2061,1985-10-01 00:00:00,341.92,1985-10
2062,1985-10-01 00:00:00,342.32,1985-10
2063,1985-10-01 00:00:00,342.29,1985-10
2064,1985-10-08 00:00:00,351.42,1985-10
2065,1985-10-08 00:00:00,351.49,1985-10
2066,1985-10-08 00:00:00,351.63,1985-10
2067,1985-10-08 00:00:00,351.76,1985-10
2068,1985-10-15 00:00:00,342.8,1985-10
2069,1985-10-15 00:00:00,342.67,1985-10
2070,1985-10-15 00:00:00,342.67,1985-10
2071,1985-10-15 00:00:00,342.65,1985-10
2072,1985-10-22 00:00:00,344.76,1985-10
2073,1985-10-22 00:00:00,344.86,1985-10
2074,1985-10-22 00:00:00,344.79,1985-10
2075,1985-10-22 00:00:00,344.85,1985-10
2076,1985-10-29 00:00:00,346.72,1985-10
2077,1985-10-29 00:00:00,345.66,1985-10
2078,1985-10-29 00:00:00,343.95,1985-10
2079,1985-10-29 00:00:00,343.8,1985-10
2080,1985-11-05 00:00:00,345.24,1985-11
2081,1985-11-05 00:00:00,344.92,1985-11
2082,1985-11-05 00:00:00,345.0,1985-11
2083,1985-11-05 00:00:00,345.1,1985-11
2084,1985-11-12 00:00:00,348.47,1985-11
2085,1985-11-12 00:00:00,348.27,1985-11
2086,1985-11-12 00:00:00,348.03,1985-11
2087,1985-11-12 00:00:00,348.32,1985-11
2088,1985-11-19 00:00:00,349.42,1985-11
2089,1985-11-19 00:00:00,349.59,1985-11
2090,1985-11-19 00:00:00,349.45,1985-11
2091,1985-11-19 00:00:00,349.57,1985-11
2092,1985-11-26 00:00:00,346.3,1985-11
2093,1985-11-26 00:00:00,346.2,1985-11
2094,1985-11-26 00:00:00,346.0,1985-11
2095,1985-11-26 00:00:00,346.01,1985-11
2096,1985-12-03 00:00:00,347.18,1985-12
2097,1985-12-03 00:00:00,346.96,1985-12
2098,1985-12-03 00:00:00,346.94,1985-12
2099,1985-12-03 00:00:00,346.99,1985-12
2100,1985-12-11 00:00:00,348.74,1985-12
2101,1985-12-11 00:00:00,348.6,1985-12
2102,1985-12-11 00:00:00,348.93,1985-12
2103,1985-12-11 00:00:00,348.7,1985-12
2104,1985-12-17 00:00:00,348.7,1985-12
2105,1985-12-17 00:00:00,347.97,1985-12
2106,1985-12-17 00:00:00,347.06,1985-12
2107,1985-12-17 00:00:00,347.01,1985-12
2108,1985-12-24 00:00:00,348.55,1985-12
2109,1985-12-24 00:00:00,348.39,1985-12
2110,1985-12-24 00:00:00,348.36,1985-12
2111,1985-12-24 00:00:00,348.3,1985-12
2112,1985-12-31 00:00:00,347.01,1985-12
2113,1985-12-31 00:00:00,347.03,1985-12
2114,1985-12-31 00:00:00,352.01,1985-12
2115,1985-12-31 00:00:00,347.15,1985-12
2116,1986-01-07 00:00:00,347.77,1986-01
2117,1986-01-07 00:00:00,347.72,1986-01
2118,1986-01-07 00:00:00,348.08,1986-01
2119,1986-01-07 00:00:00,348.04,1986-01
2120,1986-01-14 00:00:00,346.64,1986-01
2121,1986-01-14 00:00:00,346.28,1986-01
2122,1986-01-14 00:00:00,346.8,1986-01
2123,1986-01-14 00:00:00,347.05,1986-01
2124,1986-01-21 00:00:00,349.19,1986-01
2125,1986-01-21 00:00:00,349.32,1986-01
2126,1986-01-21 00:00:00,349.22,1986-01
2127,1986-01-28 00:00:00,347.2,1986-01
2128,1986-01-28 00:00:00,347.08,1986-01
2129,1986-01-28 00:00:00,347.13,1986-01
2130,1986-01-28 00:00:00,359.31,1986-01
2131,1986-02-04 00:00:00,350.13,1986-02
2132,1986-02-04 00:00:00,349.94,1986-02
2133,1986-02-04 00:00:00,350.13,1986-02
2134,1986-02-04 00:00:00,350.04,1986-02
2135,1986-02-11 00:00:00,351.21,1986-02
2136,1986-02-11 00:00:00,351.54,1986-02
2137,1986-02-11 00:00:00,352.26,1986-02
2138,1986-02-11 00:00:00,352.43,1986-02
2139,1986-02-18 00:00:00,348.37,1986-02
2140,1986-02-18 00:00:00,348.2,1986-02
2141,1986-02-18 00:00:00,348.43,1986-02
2142,1986-02-18 00:00:00,348.37,1986-02
2143,1986-02-25 00:00:00,348.41,1986-02
2144,1986-02-25 00:00:00,350.13,1986-02
2145,1986-02-25 00:00:00,348.45,1986-02
2146,1986-02-25 00:00:00,348.37,1986-02
2147,1986-03-04 00:00:00,348.9,1986-03
2148,1986-03-04 00:00:00,348.74,1986-03
2149,1986-03-04 00:00:00,349.29,1986-03
2150,1986-03-04 00:00:00,349.23,1986-03
2151,1986-03-11 00:00:00,350.43,1986-03
2152,1986-03-11 00:00:00,349.94,1986-03
2153,1986-03-11 00:00:00,350.67,1986-03
2154,1986-03-11 00:00:00,354.8,1986-03
2155,1986-03-18 00:00:00,355.63,1986-03
2156,1986-03-18 00:00:00,357.29,1986-03
2157,1986-03-18 00:00:00,351.95,1986-03
2158,1986-03-18 00:00:00,351.95,1986-03
2159,1986-03-25 00:00:00,349.39,1986-03
2160,1986-03-25 00:00:00,349.1,1986-03
2161,1986-03-25 00:00:00,349.07,1986-03
2162,1986-03-25 00:00:00,348.96,1986-03
2163,1986-04-01 00:00:00,348.7,1986-04
2164,1986-04-01 00:00:00,348.55,1986-04
2165,1986-04-01 00:00:00,348.51,1986-04
2166,1986-04-01 00:00:00,348.55,1986-04
2167,1986-04-15 00:00:00,350.27,1986-04
2168,1986-04-15 00:00:00,350.12,1986-04
2169,1986-04-15 00:00:00,350.93,1986-04
2170,1986-04-15 00:00:00,351.0,1986-04
2171,1986-04-22 00:00:00,349.2,1986-04
2172,1986-04-22 00:00:00,349.14,1986-04
2173,1986-04-22 00:00:00,349.15,1986-04
2174,1986-04-22 00:00:00,349.16,1986-04
2175,1986-04-29 00:00:00,350.21,1986-04
2176,1986-04-29 00:00:00,350.27,1986-04
2177,1986-04-29 00:00:00,350.08,1986-04
2178,1986-04-29 00:00:00,350.14,1986-04
2179,1986-05-07 00:00:00,350.28,1986-05
2180,1986-05-07 00:00:00,350.28,1986-05
2181,1986-05-07 00:00:00,350.34,1986-05
2182,1986-05-07 00:00:00,351.18,1986-05
2183,1986-05-13 00:00:00,349.71,1986-05
2184,1986-05-13 00:00:00,349.69,1986-05
2185,1986-05-13 00:00:00,349.94,1986-05
2186,1986-05-13 00:00:00,349.92,1986-05
2187,1986-05-20 00:00:00,351.96,1986-05
2188,1986-05-20 00:00:00,348.37,1986-05
2189,1986-05-20 00:00:00,348.16,1986-05
2190,1986-05-20 00:00:00,348.13,1986-05
2191,1986-05-28 00:00:00,347.07,1986-05
2192,1986-05-28 00:00:00,346.89,1986-05
2193,1986-05-28 00:00:00,346.51,1986-05
2194,1986-05-28 00:00:00,346.38,1986-05
2195,1986-06-03 00:00:00,346.34,1986-06
2196,1986-06-03 00:00:00,346.13,1986-06
2197,1986-06-03 00:00:00,346.18,1986-06
2198,1986-06-03 00:00:00,346.2,1986-06
2199,1986-06-10 00:00:00,347.28,1986-06
2200,1986-06-10 00:00:00,346.81,1986-06
2201,1986-06-10 00:00:00,346.72,1986-06
2203,1986-06-17 00:00:00,346.76,1986-06
2204,1986-06-17 00:00:00,346.95,1986-06
2205,1986-06-17 00:00:00,346.27,1986-06
2206,1986-06-17 00:00:00,347.53,1986-06
2207,1986-06-25 00:00:00,343.67,1986-06
2208,1986-06-25 00:00:00,343.2,1986-06
2209,1986-06-25 00:00:00,342.85,1986-06
2210,1986-06-25 00:00:00,342.03,1986-06
2211,1986-07-01 00:00:00,344.57,1986-07
2212,1986-07-01 00:00:00,344.49,1986-07
2213,1986-07-01 00:00:00,343.25,1986-07
2214,1986-07-01 00:00:00,343.2,1986-07
2215,1986-07-08 00:00:00,345.29,1986-07
2216,1986-07-08 00:00:00,344.28,1986-07
2217,1986-07-08 00:00:00,344.69,1986-07
2218,1986-07-08 00:00:00,344.71,1986-07
2219,1986-07-16 00:00:00,346.93,1986-07
2220,1986-07-16 00:00:00,346.92,1986-07
2221,1986-07-16 00:00:00,346.67,1986-07
2222,1986-07-16 00:00:00,347.14,1986-07
2223,1986-07-22 00:00:00,341.81,1986-07
2224,1986-07-22 00:00:00,341.93,1986-07
2226,1986-07-22 00:00:00,340.86,1986-07
2227,1986-07-29 00:00:00,346.26,1986-07
2228,1986-07-29 00:00:00,346.43,1986-07
2229,1986-07-29 00:00:00,345.89,1986-07
2230,1986-07-29 00:00:00,344.39,1986-07
2231,1986-08-05 00:00:00,344.58,1986-08
2232,1986-08-05 00:00:00,344.12,1986-08
2234,1986-08-05 00:00:00,344.54,1986-08
2235,1986-08-12 00:00:00,343.69,1986-08
2236,1986-08-12 00:00:00,343.72,1986-08
2237,1986-08-12 00:00:00,344.29,1986-08
2238,1986-08-12 00:00:00,342.63,1986-08
2239,1986-08-19 00:00:00,346.53,1986-08
2240,1986-08-19 00:00:00,346.97,1986-08
2241,1986-08-19 00:00:00,345.02,1986-08
2242,1986-08-19 00:00:00,346.15,1986-08
2243,1986-08-26 00:00:00,343.97,1986-08
2244,1986-08-26 00:00:00,342.97,1986-08
2245,1986-08-26 00:00:00,341.18,1986-08
2246,1986-08-26 00:00:00,341.38,1986-08
2247,1986-08-26 00:00:00,344.28,1986-08
2248,1986-08-26 00:00:00,343.15,1986-08
2249,1986-08-29 00:00:00,341.59,1986-08
2250,1986-08-29 00:00:00,338.46,1986-08
2251,1986-08-29 00:00:00,336.1,1986-08
2252,1986-08-29 00:00:00,340.47,1986-08
2253,1986-08-29 00:00:00,342.63,1986-08
2254,1986-08-29 00:00:00,342.41,1986-08
2255,1986-08-29 00:00:00,343.76,1986-08
2256,1986-08-29 00:00:00,342.39,1986-08
2257,1986-08-30 00:00:00,349.84,1986-08
2258,1986-08-30 00:00:00,348.05,1986-08
2259,1986-09-02 00:00:00,343.43,1986-09
2260,1986-09-02 00:00:00,343.36,1986-09
2261,1986-09-02 00:00:00,343.58,1986-09
2262,1986-09-09 00:00:00,344.53,1986-09
2263,1986-09-09 00:00:00,344.42,1986-09
2264,1986-09-09 00:00:00,343.79,1986-09
2265,1986-09-09 00:00:00,343.78,1986-09
2266,1986-09-16 00:00:00,345.71,1986-09
2267,1986-09-16 00:00:00,345.65,1986-09
2268,1986-09-16 00:00:00,344.81,1986-09
2269,1986-09-16 00:00:00,345.04,1986-09
2270,1986-09-23 00:00:00,345.11,1986-09
2271,1986-09-23 00:00:00,345.15,1986-09
2272,1986-09-23 00:00:00,344.45,1986-09
2273,1986-09-23 00:00:00,344.45,1986-09
2274,1986-09-30 00:00:00,345.61,1986-09
2275,1986-09-30 00:00:00,345.49,1986-09
2276,1986-09-30 00:00:00,344.77,1986-09
2277,1986-09-30 00:00:00,344.82,1986-09
2278,1986-10-07 00:00:00,344.51,1986-10
2279,1986-10-07 00:00:00,344.46,1986-10
2280,1986-10-07 00:00:00,344.53,1986-10
2281,1986-10-07 00:00:00,344.57,1986-10
2282,1986-10-14 00:00:00,344.67,1986-10
2283,1986-10-14 00:00:00,344.6,1986-10
2284,1986-10-14 00:00:00,344.49,1986-10
2285,1986-10-21 00:00:00,345.2,1986-10
2286,1986-10-21 00:00:00,345.27,1986-10
2287,1986-10-21 00:00:00,345.36,1986-10
2288,1986-10-21 00:00:00,345.31,1986-10
2289,1986-10-28 00:00:00,346.15,1986-10
2290,1986-10-28 00:00:00,346.09,1986-10
2291,1986-10-28 00:00:00,345.62,1986-10
2292,1986-10-28 00:00:00,345.83,1986-10
2293,1986-11-04 00:00:00,347.72,1986-11
2294,1986-11-04 00:00:00,347.77,1986-11
2295,1986-11-04 00:00:00,345.79,1986-11
2296,1986-11-04 00:00:00,345.83,1986-11
2297,1986-11-11 00:00:00,346.61,1986-11
2298,1986-11-11 00:00:00,346.53,1986-11
2299,1986-11-11 00:00:00,346.63,1986-11
2300,1986-11-11 00:00:00,346.73,1986-11
2301,1986-11-18 00:00:00,345.48,1986-11
2302,1986-11-18 00:00:00,345.57,1986-11
2303,1986-11-18 00:00:00,345.54,1986-11
2304,1986-11-18 00:00:00,345.72,1986-11
2305,1986-11-25 00:00:00,356.78,1986-11
2306,1986-11-25 00:00:00,356.66,1986-11
2307,1986-11-25 00:00:00,355.92,1986-11
2308,1986-11-25 00:00:00,356.19,1986-11
2309,1986-12-02 00:00:00,346.89,1986-12
2310,1986-12-02 00:00:00,346.98,1986-12
2311,1986-12-02 00:00:00,346.88,1986-12
2312,1986-12-02 00:00:00,346.85,1986-12
2313,1986-12-10 00:00:00,347.26,1986-12
2314,1986-12-10 00:00:00,347.34,1986-12
2315,1986-12-10 00:00:00,347.78,1986-12
2316,1986-12-10 00:00:00,347.61,1986-12
2317,1986-12-16 00:00:00,347.77,1986-12
2318,1986-12-16 00:00:00,347.65,1986-12
2319,1986-12-16 00:00:00,347.41,1986-12
2320,1986-12-16 00:00:00,347.46,1986-12
2321,1986-12-23 00:00:00,347.63,1986-12
2322,1986-12-23 00:00:00,344.15,1986-12
2323,1986-12-23 00:00:00,347.88,1986-12
2324,1986-12-23 00:00:00,348.16,1986-12
2325,1986-12-30 00:00:00,349.27,1986-12
2326,1986-12-30 00:00:00,349.34,1986-12
2327,1986-12-30 00:00:00,348.89,1986-12
2328,1986-12-30 00:00:00,348.92,1986-12
2329,1987-01-06 00:00:00,350.55,1987-01
2330,1987-01-06 00:00:00,350.6,1987-01
