,Start of Week,CO2 molfrac (ppm),Month + Year
2331,1987-01-06 00:00:00,350.33,1987-01
2332,1987-01-06 00:00:00,350.23,1987-01
2333,1987-01-13 00:00:00,347.93,1987-01
2334,1987-01-13 00:00:00,347.8,1987-01
2335,1987-01-13 00:00:00,347.51,1987-01
2336,1987-01-13 00:00:00,347.7,1987-01
2337,1987-01-20 00:00:00,351.3,1987-01
2338,1987-01-20 00:00:00,350.67,1987-01
2339,1987-01-20 00:00:00,350.82,1987-01
2340,1987-01-20 00:00:00,350.58,1987-01
2341,1987-01-27 00:00:00,348.65,1987-01
2342,1987-01-27 00:00:00,348.5,1987-01
2343,1987-01-27 00:00:00,348.35,1987-01
2344,1987-01-27 00:00:00,348.31,1987-01
2345,1987-02-03 00:00:00,349.51,1987-02
2346,1987-02-03 00:00:00,349.15,1987-02
2347,1987-02-03 00:00:00,349.08,1987-02
2348,1987-02-03 00:00:00,349.36,1987-02
2349,1987-02-10 00:00:00,349.43,1987-02
2350,1987-02-10 00:00:00,349.39,1987-02
2351,1987-02-10 00:00:00,349.16,1987-02
2352,1987-02-10 00:00:00,349.31,1987-02
2353,1987-02-17 00:00:00,353.48,1987-02
2354,1987-02-17 00:00:00,353.25,1987-02
2355,1987-02-17 00:00:00,354.09,1987-02
2356,1987-02-17 00:00:00,352.79,1987-02
2357,1987-02-24 00:00:00,351.61,1987-02
2358,1987-02-24 00:00:00,351.66,1987-02
2359,1987-02-24 00:00:00,351.53,1987-02
2360,1987-02-24 00:00:00,351.5,1987-02
2361,1987-03-03 00:00:00,349.11,1987-03
2362,1987-03-03 00:00:00,349.16,1987-03
2363,1987-03-03 00:00:00,358.3,1987-03
2364,1987-03-03 00:00:00,356.91,1987-03
2365,1987-03-10 00:00:00,329.97,1987-03
2366,1987-03-10 00:00:00,326.88,1987-03
2369,1987-03-10 00:00:00,352.87,1987-03
2370,1987-03-10 00:00:00,352.95,1987-03
2371,1987-03-10 00:00:00,353.46,1987-03
2372,1987-03-10 00:00:00,353.23,1987-03
2373,1987-03-17 00:00:00,355.5,1987-03
2374,1987-03-17 00:00:00,355.59,1987-03
2375,1987-03-24 00:00:00,356.98,1987-03
2376,1987-03-24 00:00:00,357.77,1987-03
2377,1987-03-24 00:00:00,357.34,1987-03
2378,1987-03-24 00:00:00,355.69,1987-03
2379,1987-03-31 00:00:00,351.81,1987-03
2380,1987-03-31 00:00:00,351.68,1987-03
2381,1987-03-31 00:00:00,351.88,1987-03
2382,1987-03-31 00:00:00,352.04,1987-03
2383,1987-04-08 00:00:00,353.01,1987-04
2384,1987-04-08 00:00:00,352.95,1987-04
2385,1987-04-08 00:00:00,352.66,1987-04
2386,1987-04-08 00:00:00,352.67,1987-04
2387,1987-04-14 00:00:00,351.97,1987-04
2388,1987-04-14 00:00:00,351.81,1987-04
2389,1987-04-14 00:00:00,351.79,1987-04
2390,1987-04-14 00:00:00,351.75,1987-04
2391,1987-04-21 00:00:00,352.36,1987-04
2392,1987-04-21 00:00:00,352.11,1987-04
2393,1987-04-21 00:00:00,351.94,1987-04
2394,1987-04-21 00:00:00,352.07,1987-04
2395,1987-04-28 00:00:00,351.4,1987-04
2396,1987-04-28 00:00:00,351.44,1987-04
2397,1987-04-28 00:00:00,351.39,1987-04
2398,1987-04-28 00:00:00,351.4,1987-04
2399,1987-05-06 00:00:00,350.88,1987-05
2400,1987-05-06 00:00:00,350.97,1987-05
2401,1987-05-06 00:00:00,350.65,1987-05
2402,1987-05-06 00:00:00,350.56,1987-05
2403,1987-05-12 00:00:00,350.36,1987-05
2404,1987-05-12 00:00:00,350.07,1987-05
2405,1987-05-12 00:00:00,349.98,1987-05
2406,1987-05-12 00:00:00,350.48,1987-05
2407,1987-05-19 00:00:00,351.78,1987-05
2408,1987-05-19 00:00:00,351.51,1987-05
2409,1987-05-19 00:00:00,350.79,1987-05
2410,1987-05-19 00:00:00,350.58,1987-05
2411,1987-05-27 00:00:00,352.04,1987-05
2412,1987-05-27 00:00:00,351.92,1987-05
2413,1987-05-27 00:00:00,351.87,1987-05
2414,1987-06-02 00:00:00,351.25,1987-06
2415,1987-06-02 00:00:00,351.17,1987-06
2416,1987-06-02 00:00:00,350.34,1987-06
2417,1987-06-02 00:00:00,350.56,1987-06
2418,1987-06-11 00:00:00,349.5,1987-06
2419,1987-06-11 00:00:00,348.33,1987-06
2420,1987-06-11 00:00:00,348.27,1987-06
2421,1987-06-16 00:00:00,350.89,1987-06
2422,1987-06-16 00:00:00,350.78,1987-06
2423,1987-06-16 00:00:00,351.5,1987-06
2424,1987-06-16 00:00:00,350.54,1987-06
2425,1987-06-24 00:00:00,343.33,1987-06
2426,1987-06-24 00:00:00,344.14,1987-06
2427,1987-06-24 00:00:00,343.86,1987-06
2428,1987-06-24 00:00:00,344.35,1987-06
2429,1987-06-30 00:00:00,347.46,1987-06
2430,1987-06-30 00:00:00,347.59,1987-06
2431,1987-06-30 00:00:00,347.83,1987-06
2432,1987-06-30 00:00:00,348.03,1987-06
2433,1987-07-10 00:00:00,368.35,1987-07
2434,1987-07-10 00:00:00,348.57,1987-07
2435,1987-07-10 00:00:00,349.09,1987-07
2436,1987-07-10 00:00:00,348.66,1987-07
2437,1987-07-14 00:00:00,343.48,1987-07
2438,1987-07-14 00:00:00,343.46,1987-07
2439,1987-07-14 00:00:00,342.36,1987-07
2440,1987-07-14 00:00:00,343.49,1987-07
2441,1987-07-22 00:00:00,349.2,1987-07
2442,1987-07-22 00:00:00,349.06,1987-07
2443,1987-07-22 00:00:00,350.22,1987-07
2444,1987-07-22 00:00:00,348.54,1987-07
2445,1987-07-30 00:00:00,346.1,1987-07
2446,1987-07-30 00:00:00,346.24,1987-07
2447,1987-07-30 00:00:00,346.39,1987-07
2448,1987-07-30 00:00:00,344.31,1987-07
2449,1987-08-04 00:00:00,345.86,1987-08
2450,1987-08-04 00:00:00,345.8,1987-08
2451,1987-08-04 00:00:00,345.17,1987-08
2452,1987-08-04 00:00:00,344.78,1987-08
2453,1987-08-08 00:00:00,344.98,1987-08
2454,1987-08-08 00:00:00,345.18,1987-08
2455,1987-08-08 00:00:00,344.6,1987-08
2456,1987-08-08 00:00:00,344.46,1987-08
2457,1987-08-11 00:00:00,343.97,1987-08
2458,1987-08-11 00:00:00,343.55,1987-08
2459,1987-08-11 00:00:00,343.5,1987-08
2460,1987-08-11 00:00:00,342.94,1987-08
2461,1987-08-18 00:00:00,344.03,1987-08
2462,1987-08-18 00:00:00,341.2,1987-08
2463,1987-08-18 00:00:00,342.7,1987-08
2464,1987-08-18 00:00:00,342.82,1987-08
2465,1987-08-25 00:00:00,345.67,1987-08
2466,1987-08-25 00:00:00,345.77,1987-08
2467,1987-08-25 00:00:00,345.58,1987-08
2468,1987-08-25 00:00:00,345.12,1987-08
2471,1987-09-02 00:00:00,345.04,1987-09
2472,1987-09-02 00:00:00,345.5,1987-09
2475,1987-09-15 00:00:00,349.75,1987-09
2476,1987-09-15 00:00:00,349.77,1987-09
2477,1987-09-23 00:00:00,345.59,1987-09
2478,1987-09-23 00:00:00,345.67,1987-09
2479,1987-09-23 00:00:00,345.49,1987-09
2480,1987-09-23 00:00:00,345.49,1987-09
2481,1987-10-01 00:00:00,346.9,1987-10
2482,1987-10-01 00:00:00,346.81,1987-10
2483,1987-10-01 00:00:00,346.72,1987-10
2484,1987-10-01 00:00:00,346.59,1987-10
2485,1987-10-06 00:00:00,346.71,1987-10
2486,1987-10-06 00:00:00,346.49,1987-10
2487,1987-10-06 00:00:00,346.5,1987-10
2488,1987-10-06 00:00:00,346.43,1987-10
2489,1987-10-16 00:00:00,347.89,1987-10
2490,1987-10-16 00:00:00,347.99,1987-10
2491,1987-10-16 00:00:00,347.78,1987-10
2492,1987-10-16 00:00:00,347.72,1987-10
2493,1987-10-20 00:00:00,347.83,1987-10
2494,1987-10-20 00:00:00,347.82,1987-10
2495,1987-10-20 00:00:00,347.93,1987-10
2496,1987-10-20 00:00:00,348.05,1987-10
2497,1987-10-27 00:00:00,348.11,1987-10
2498,1987-10-27 00:00:00,348.05,1987-10
2499,1987-10-27 00:00:00,348.12,1987-10
2500,1987-10-27 00:00:00,348.2,1987-10
2501,1987-11-03 00:00:00,348.21,1987-11
2502,1987-11-03 00:00:00,348.12,1987-11
2503,1987-11-03 00:00:00,348.08,1987-11
2504,1987-11-03 00:00:00,347.93,1987-11
2505,1987-11-10 00:00:00,347.97,1987-11
2506,1987-11-10 00:00:00,347.95,1987-11
2507,1987-11-10 00:00:00,347.91,1987-11
2508,1987-11-17 00:00:00,350.48,1987-11
2509,1987-11-17 00:00:00,350.35,1987-11
2510,1987-11-17 00:00:00,350.66,1987-11
2511,1987-11-17 00:00:00,350.68,1987-11
2512,1987-11-24 00:00:00,350.55,1987-11
2513,1987-11-24 00:00:00,350.39,1987-11
2514,1987-11-24 00:00:00,350.67,1987-11
2515,1987-11-24 00:00:00,350.81,1987-11
2516,1987-12-01 00:00:00,350.58,1987-12
2517,1987-12-01 00:00:00,350.73,1987-12
2518,1987-12-01 00:00:00,350.68,1987-12
2519,1987-12-01 00:00:00,350.34,1987-12
2520,1987-12-08 00:00:00,352.9,1987-12
2521,1987-12-08 00:00:00,352.59,1987-12
2522,1987-12-08 00:00:00,352.8,1987-12
2523,1987-12-08 00:00:00,352.38,1987-12
2524,1987-12-15 00:00:00,351.65,1987-12
2525,1987-12-15 00:00:00,351.66,1987-12
2526,1987-12-15 00:00:00,353.0,1987-12
2527,1987-12-15 00:00:00,351.84,1987-12
2528,1987-12-22 00:00:00,350.27,1987-12
2529,1987-12-22 00:00:00,350.21,1987-12
2530,1987-12-22 00:00:00,350.25,1987-12
2531,1987-12-22 00:00:00,350.21,1987-12
2532,1987-12-29 00:00:00,350.9,1987-12
2533,1987-12-29 00:00:00,350.86,1987-12
2534,1987-12-29 00:00:00,350.77,1987-12
2535,1987-12-29 00:00:00,350.82,1987-12
2536,1988-01-05 00:00:00,351.45,1988-01
2537,1988-01-05 00:00:00,351.49,1988-01
2538,1988-01-05 00:00:00,351.4,1988-01
2539,1988-01-05 00:00:00,351.4,1988-01
2540,1988-01-12 00:00:00,354.52,1988-01
2541,1988-01-12 00:00:00,354.48,1988-01
2542,1988-01-12 00:00:00,355.18,1988-01
2543,1988-01-12 00:00:00,354.84,1988-01
2544,1988-01-20 00:00:00,354.1,1988-01
2545,1988-01-20 00:00:00,353.79,1988-01
2546,1988-01-20 00:00:00,353.99,1988-01
2547,1988-01-20 00:00:00,353.92,1988-01
2548,1988-01-26 00:00:00,353.18,1988-01
2549,1988-01-26 00:00:00,352.73,1988-01
2550,1988-01-26 00:00:00,352.41,1988-01
2551,1988-01-26 00:00:00,352.49,1988-01
2552,1988-02-03 00:00:00,352.06,1988-02
2553,1988-02-03 00:00:00,352.04,1988-02
2554,1988-02-03 00:00:00,352.03,1988-02
2555,1988-02-03 00:00:00,352.42,1988-02
2556,1988-02-09 00:00:00,353.28,1988-02
2557,1988-02-09 00:00:00,353.26,1988-02
2558,1988-02-09 00:00:00,353.21,1988-02
2559,1988-02-09 00:00:00,353.26,1988-02
2560,1988-02-19 00:00:00,354.74,1988-02
2561,1988-02-19 00:00:00,354.66,1988-02
2562,1988-02-19 00:00:00,354.83,1988-02
2563,1988-02-23 00:00:00,353.16,1988-02
2564,1988-02-23 00:00:00,353.73,1988-02
2565,1988-02-23 00:00:00,354.26,1988-02
2566,1988-02-23 00:00:00,354.22,1988-02
2567,1988-03-01 00:00:00,352.83,1988-03
2568,1988-03-01 00:00:00,352.7,1988-03
2569,1988-03-01 00:00:00,352.98,1988-03
2570,1988-03-01 00:00:00,353.0,1988-03
2571,1988-03-08 00:00:00,355.99,1988-03
2572,1988-03-08 00:00:00,355.94,1988-03
2573,1988-03-08 00:00:00,355.49,1988-03
2574,1988-03-08 00:00:00,355.58,1988-03
2575,1988-03-17 00:00:00,357.01,1988-03
2576,1988-03-17 00:00:00,356.89,1988-03
2577,1988-03-17 00:00:00,356.74,1988-03
2578,1988-03-17 00:00:00,356.69,1988-03
2579,1988-03-22 00:00:00,353.89,1988-03
2580,1988-03-22 00:00:00,353.83,1988-03
2581,1988-03-22 00:00:00,353.92,1988-03
2582,1988-03-22 00:00:00,353.95,1988-03
2583,1988-03-29 00:00:00,353.38,1988-03
2584,1988-03-29 00:00:00,355.1,1988-03
2585,1988-03-29 00:00:00,353.21,1988-03
2586,1988-03-29 00:00:00,355.66,1988-03
2587,1988-04-05 00:00:00,354.84,1988-04
2588,1988-04-05 00:00:00,354.9,1988-04
2589,1988-04-05 00:00:00,354.3,1988-04
2590,1988-04-05 00:00:00,354.9,1988-04
2591,1988-04-12 00:00:00,355.77,1988-04
2592,1988-04-12 00:00:00,355.64,1988-04
2593,1988-04-12 00:00:00,355.26,1988-04
2594,1988-04-12 00:00:00,355.11,1988-04
2595,1988-04-19 00:00:00,355.69,1988-04
2596,1988-04-19 00:00:00,355.67,1988-04
2597,1988-04-19 00:00:00,356.11,1988-04
2598,1988-04-19 00:00:00,356.31,1988-04
2599,1988-04-20 00:00:00,359.33,1988-04
2600,1988-04-20 00:00:00,357.13,1988-04
2601,1988-04-26 00:00:00,355.9,1988-04
2602,1988-04-26 00:00:00,355.87,1988-04
2603,1988-04-26 00:00:00,355.73,1988-04
2604,1988-04-26 00:00:00,356.03,1988-04
2605,1988-05-03 00:00:00,357.2,1988-05
2606,1988-05-03 00:00:00,365.02,1988-05
2607,1988-05-03 00:00:00,356.51,1988-05
2608,1988-05-03 00:00:00,356.65,1988-05
2609,1988-05-10 00:00:00,355.79,1988-05
2610,1988-05-10 00:00:00,355.78,1988-05
2611,1988-05-10 00:00:00,355.84,1988-05
2612,1988-05-10 00:00:00,355.94,1988-05
2613,1988-05-17 00:00:00,355.3,1988-05
2614,1988-05-17 00:00:00,355.21,1988-05
2615,1988-05-17 00:00:00,354.96,1988-05
2616,1988-05-17 00:00:00,354.9,1988-05
2617,1988-05-24 00:00:00,352.87,1988-05
2618,1988-05-24 00:00:00,352.9,1988-05
2619,1988-05-24 00:00:00,352.91,1988-05
2620,1988-05-24 00:00:00,352.71,1988-05
2621,1988-06-02 00:00:00,353.48,1988-06
2622,1988-06-02 00:00:00,353.45,1988-06
2623,1988-06-02 00:00:00,353.28,1988-06
2624,1988-06-02 00:00:00,353.23,1988-06
2625,1988-06-07 00:00:00,353.41,1988-06
2626,1988-06-07 00:00:00,353.27,1988-06
2627,1988-06-07 00:00:00,353.76,1988-06
2628,1988-06-07 00:00:00,353.54,1988-06
2629,1988-06-08 00:00:00,350.14,1988-06
2630,1988-06-08 00:00:00,350.0,1988-06
2631,1988-06-08 00:00:00,352.47,1988-06
2632,1988-06-08 00:00:00,352.47,1988-06
2633,1988-06-08 00:00:00,349.39,1988-06
2634,1988-06-08 00:00:00,349.54,1988-06
2635,1988-06-08 00:00:00,351.28,1988-06
2636,1988-06-08 00:00:00,351.76,1988-06
2637,1988-06-14 00:00:00,349.27,1988-06
2638,1988-06-14 00:00:00,349.38,1988-06
2639,1988-06-14 00:00:00,349.13,1988-06
2640,1988-06-14 00:00:00,350.92,1988-06
2641,1988-06-21 00:00:00,352.29,1988-06
2642,1988-06-21 00:00:00,351.02,1988-06
2643,1988-06-21 00:00:00,351.65,1988-06
2644,1988-06-21 00:00:00,351.68,1988-06
2645,1988-06-28 00:00:00,349.45,1988-06
2646,1988-06-28 00:00:00,349.88,1988-06
2647,1988-06-28 00:00:00,347.27,1988-06
2648,1988-06-28 00:00:00,348.69,1988-06
2649,1988-07-05 00:00:00,351.76,1988-07
2650,1988-07-05 00:00:00,348.95,1988-07
2651,1988-07-05 00:00:00,351.12,1988-07
2652,1988-07-05 00:00:00,351.16,1988-07
2653,1988-07-12 00:00:00,353.14,1988-07
2654,1988-07-12 00:00:00,353.07,1988-07
2655,1988-07-12 00:00:00,352.36,1988-07
2656,1988-07-12 00:00:00,351.9,1988-07
2657,1988-07-21 00:00:00,343.05,1988-07
2658,1988-07-21 00:00:00,342.88,1988-07
2659,1988-07-21 00:00:00,343.51,1988-07
2660,1988-07-21 00:00:00,343.15,1988-07
2661,1988-07-26 00:00:00,348.28,1988-07
2662,1988-07-26 00:00:00,348.26,1988-07
2663,1988-07-26 00:00:00,349.29,1988-07
2664,1988-07-26 00:00:00,347.09,1988-07
2665,1988-08-02 00:00:00,351.45,1988-08
2666,1988-08-02 00:00:00,350.63,1988-08
2667,1988-08-02 00:00:00,348.55,1988-08
2668,1988-08-02 00:00:00,348.38,1988-08
2669,1988-08-09 00:00:00,348.76,1988-08
2670,1988-08-09 00:00:00,348.75,1988-08
2671,1988-08-09 00:00:00,349.79,1988-08
2672,1988-08-09 00:00:00,349.84,1988-08
2673,1988-08-16 00:00:00,349.02,1988-08
2674,1988-08-16 00:00:00,349.1,1988-08
2675,1988-08-16 00:00:00,349.24,1988-08
2676,1988-08-16 00:00:00,349.42,1988-08
2677,1988-08-23 00:00:00,347.21,1988-08
2678,1988-08-23 00:00:00,347.18,1988-08
2679,1988-08-23 00:00:00,345.97,1988-08
2680,1988-08-23 00:00:00,345.92,1988-08
2681,1988-08-30 00:00:00,350.89,1988-08
2682,1988-08-30 00:00:00,353.11,1988-08
2683,1988-08-30 00:00:00,349.72,1988-08
2684,1988-08-30 00:00:00,348.97,1988-08
2685,1988-09-06 00:00:00,348.36,1988-09
2686,1988-09-06 00:00:00,348.29,1988-09
2687,1988-09-06 00:00:00,348.51,1988-09
2688,1988-09-06 00:00:00,347.91,1988-09
2689,1988-09-15 00:00:00,349.85,1988-09
2690,1988-09-15 00:00:00,349.86,1988-09
2691,1988-09-15 00:00:00,350.07,1988-09
2692,1988-09-15 00:00:00,349.91,1988-09
2693,1988-09-20 00:00:00,347.23,1988-09
2694,1988-09-20 00:00:00,347.26,1988-09
2695,1988-09-20 00:00:00,347.23,1988-09
2696,1988-09-20 00:00:00,347.33,1988-09
2697,1988-09-27 00:00:00,348.84,1988-09
2698,1988-09-27 00:00:00,348.89,1988-09
2699,1988-09-27 00:00:00,348.55,1988-09
2700,1988-09-27 00:00:00,348.42,1988-09
2701,1988-10-04 00:00:00,350.09,1988-10
2702,1988-10-04 00:00:00,350.06,1988-10
2703,1988-10-04 00:00:00,349.72,1988-10
2704,1988-10-04 00:00:00,349.53,1988-10
2705,1988-10-11 00:00:00,349.4,1988-10
2706,1988-10-11 00:00:00,349.59,1988-10
2707,1988-10-11 00:00:00,348.4,1988-10
2708,1988-10-11 00:00:00,348.67,1988-10
2709,1988-10-18 00:00:00,350.53,1988-10
2710,1988-10-18 00:00:00,348.89,1988-10
2711,1988-10-18 00:00:00,349.75,1988-10
2712,1988-10-18 00:00:00,349.83,1988-10
2713,1988-10-25 00:00:00,349.46,1988-10
2714,1988-10-25 00:00:00,349.49,1988-10
2715,1988-10-25 00:00:00,349.35,1988-10
2716,1988-10-25 00:00:00,349.35,1988-10
2717,1988-11-01 00:00:00,350.9,1988-11
2718,1988-11-01 00:00:00,350.56,1988-11
2719,1988-11-01 00:00:00,350.02,1988-11
2720,1988-11-01 00:00:00,350.02,1988-11
2721,1988-11-08 00:00:00,351.02,1988-11
2722,1988-11-08 00:00:00,351.1,1988-11
2723,1988-11-08 00:00:00,351.16,1988-11
2724,1988-11-08 00:00:00,351.18,1988-11
2725,1988-11-15 00:00:00,354.6,1988-11
2726,1988-11-15 00:00:00,354.65,1988-11
2727,1988-11-15 00:00:00,354.37,1988-11
2728,1988-11-15 00:00:00,354.31,1988-11
2729,1988-11-22 00:00:00,352.26,1988-11
2730,1988-11-22 00:00:00,352.26,1988-11
2731,1988-11-22 00:00:00,352.06,1988-11
2732,1988-11-22 00:00:00,352.07,1988-11
2733,1988-11-29 00:00:00,352.27,1988-11
2734,1988-11-29 00:00:00,355.41,1988-11
2735,1988-11-29 00:00:00,356.16,1988-11
2736,1988-11-29 00:00:00,356.11,1988-11
2737,1988-12-06 00:00:00,352.89,1988-12
2738,1988-12-06 00:00:00,352.77,1988-12
2739,1988-12-06 00:00:00,352.57,1988-12
2740,1988-12-06 00:00:00,352.53,1988-12
2741,1988-12-13 00:00:00,351.77,1988-12
2742,1988-12-13 00:00:00,351.78,1988-12
2743,1988-12-13 00:00:00,352.49,1988-12
2744,1988-12-13 00:00:00,351.75,1988-12
2745,1988-12-13 00:00:00,351.87,1988-12
2746,1988-12-13 00:00:00,351.78,1988-12
2747,1988-12-20 00:00:00,356.9,1988-12
2748,1988-12-20 00:00:00,355.95,1988-12
2749,1988-12-20 00:00:00,356.05,1988-12
2750,1988-12-20 00:00:00,356.02,1988-12
2751,1988-12-20 00:00:00,355.93,1988-12
2752,1988-12-27 00:00:00,356.58,1988-12
2753,1988-12-27 00:00:00,356.62,1988-12
2754,1988-12-27 00:00:00,356.81,1988-12
2755,1988-12-27 00:00:00,356.85,1988-12
2756,1988-12-27 00:00:00,356.57,1988-12
2757,1988-12-27 00:00:00,356.41,1988-12
2758,1989-01-03 00:00:00,353.51,1989-01
2759,1989-01-03 00:00:00,353.42,1989-01
2760,1989-01-03 00:00:00,353.48,1989-01
2761,1989-01-03 00:00:00,353.51,1989-01
2762,1989-01-03 00:00:00,353.4,1989-01
2763,1989-01-03 00:00:00,353.65,1989-01
2764,1989-01-10 00:00:00,353.97,1989-01
2765,1989-01-10 00:00:00,353.84,1989-01
2766,1989-01-10 00:00:00,353.7,1989-01
2767,1989-01-10 00:00:00,353.73,1989-01
2768,1989-01-10 00:00:00,353.85,1989-01
2769,1989-01-10 00:00:00,353.62,1989-01
2770,1989-01-17 00:00:00,354.75,1989-01
2771,1989-01-17 00:00:00,354.87,1989-01
2772,1989-01-17 00:00:00,354.94,1989-01
2773,1989-01-17 00:00:00,354.97,1989-01
2774,1989-01-17 00:00:00,354.69,1989-01
2775,1989-01-17 00:00:00,354.59,1989-01
2776,1989-01-26 00:00:00,354.11,1989-01
2777,1989-01-26 00:00:00,354.14,1989-01
2778,1989-01-26 00:00:00,354.17,1989-01
2779,1989-01-26 00:00:00,354.26,1989-01
2780,1989-01-26 00:00:00,354.16,1989-01
2781,1989-01-26 00:00:00,354.04,1989-01
2782,1989-01-31 00:00:00,353.4,1989-01
2783,1989-01-31 00:00:00,353.43,1989-01
2784,1989-01-31 00:00:00,353.42,1989-01
2785,1989-01-31 00:00:00,353.44,1989-01
2786,1989-01-31 00:00:00,353.43,1989-01
2787,1989-01-31 00:00:00,353.32,1989-01
2788,1989-02-07 00:00:00,355.64,1989-02
2789,1989-02-07 00:00:00,355.53,1989-02
2790,1989-02-07 00:00:00,355.4,1989-02
2791,1989-02-07 00:00:00,355.43,1989-02
2792,1989-02-07 00:00:00,355.47,1989-02
2793,1989-02-07 00:00:00,355.29,1989-02
2794,1989-02-14 00:00:00,355.68,1989-02
2795,1989-02-14 00:00:00,355.7,1989-02
2796,1989-02-14 00:00:00,356.14,1989-02
2797,1989-02-14 00:00:00,356.14,1989-02
2798,1989-02-14 00:00:00,355.77,1989-02
2799,1989-02-14 00:00:00,355.69,1989-02
2800,1989-02-22 00:00:00,355.98,1989-02
2801,1989-02-22 00:00:00,356.05,1989-02
2802,1989-02-22 00:00:00,356.03,1989-02
2803,1989-02-22 00:00:00,356.06,1989-02
2804,1989-02-22 00:00:00,356.09,1989-02
2805,1989-02-22 00:00:00,356.03,1989-02
2806,1989-02-28 00:00:00,355.69,1989-02
2807,1989-02-28 00:00:00,355.38,1989-02
2808,1989-02-28 00:00:00,355.54,1989-02
2809,1989-02-28 00:00:00,355.73,1989-02
2810,1989-02-28 00:00:00,355.75,1989-02
2811,1989-02-28 00:00:00,355.6,1989-02
2812,1989-03-07 00:00:00,354.18,1989-03
2813,1989-03-07 00:00:00,354.22,1989-03
2814,1989-03-07 00:00:00,354.17,1989-03
2815,1989-03-07 00:00:00,354.2,1989-03
2816,1989-03-07 00:00:00,354.24,1989-03
2817,1989-03-07 00:00:00,354.21,1989-03
2818,1989-03-14 00:00:00,358.07,1989-03
2819,1989-03-14 00:00:00,358.12,1989-03
2820,1989-03-14 00:00:00,358.07,1989-03
2821,1989-03-14 00:00:00,358.07,1989-03
2822,1989-03-14 00:00:00,357.89,1989-03
2823,1989-03-14 00:00:00,358.03,1989-03
2824,1989-03-21 00:00:00,354.59,1989-03
2825,1989-03-21 00:00:00,354.61,1989-03
2826,1989-03-21 00:00:00,354.72,1989-03
2827,1989-03-21 00:00:00,354.71,1989-03
2828,1989-03-21 00:00:00,352.28,1989-03
2829,1989-03-28 00:00:00,355.61,1989-03
2830,1989-03-28 00:00:00,355.63,1989-03
2831,1989-03-28 00:00:00,356.07,1989-03
2832,1989-03-28 00:00:00,356.02,1989-03
2833,1989-03-28 00:00:00,355.64,1989-03
2834,1989-03-28 00:00:00,355.46,1989-03
2835,1989-04-06 00:00:00,355.19,1989-04
2836,1989-04-06 00:00:00,355.26,1989-04
2837,1989-04-06 00:00:00,354.99,1989-04
2838,1989-04-06 00:00:00,352.82,1989-04
2839,1989-04-06 00:00:00,355.51,1989-04
2840,1989-04-06 00:00:00,355.14,1989-04
2841,1989-04-13 00:00:00,357.53,1989-04
2842,1989-04-13 00:00:00,357.55,1989-04
2843,1989-04-13 00:00:00,357.22,1989-04
2844,1989-04-13 00:00:00,357.27,1989-04
2845,1989-04-13 00:00:00,357.33,1989-04
2846,1989-04-13 00:00:00,357.3,1989-04
2847,1989-04-18 00:00:00,355.41,1989-04
2848,1989-04-18 00:00:00,355.4,1989-04
2849,1989-04-18 00:00:00,355.2,1989-04
2850,1989-04-18 00:00:00,355.33,1989-04
2851,1989-04-18 00:00:00,355.15,1989-04
2852,1989-04-18 00:00:00,355.39,1989-04
2853,1989-04-27 00:00:00,357.48,1989-04
2854,1989-04-27 00:00:00,357.51,1989-04
2855,1989-04-27 00:00:00,357.18,1989-04
2856,1989-04-27 00:00:00,357.21,1989-04
2857,1989-04-27 00:00:00,356.61,1989-04
2858,1989-04-27 00:00:00,356.7,1989-04
2859,1989-05-02 00:00:00,355.98,1989-05
2860,1989-05-02 00:00:00,356.06,1989-05
2861,1989-05-02 00:00:00,356.14,1989-05
2862,1989-05-02 00:00:00,356.44,1989-05
2863,1989-05-02 00:00:00,355.93,1989-05
2864,1989-05-02 00:00:00,355.94,1989-05
2865,1989-05-12 00:00:00,356.62,1989-05
2866,1989-05-12 00:00:00,334.29,1989-05
2867,1989-05-12 00:00:00,356.85,1989-05
2868,1989-05-12 00:00:00,356.76,1989-05
2869,1989-05-12 00:00:00,356.82,1989-05
2870,1989-05-12 00:00:00,356.74,1989-05
2871,1989-05-18 00:00:00,355.08,1989-05
2872,1989-05-18 00:00:00,355.28,1989-05
2873,1989-05-18 00:00:00,354.88,1989-05
2874,1989-05-18 00:00:00,355.12,1989-05
2875,1989-05-18 00:00:00,354.33,1989-05
2876,1989-05-18 00:00:00,354.41,1989-05
2877,1989-05-23 00:00:00,356.63,1989-05
2878,1989-05-23 00:00:00,356.64,1989-05
2879,1989-05-23 00:00:00,356.98,1989-05
